PrepositionFrequency,PronounFrequency,ArticleFrequency,HyperlinkFrequency,BlogwordFrequency,AssentWordFrequency,Polarity,Subjectivity,fmeasure,emoticons,gender
0,0,0.1667,0.1667,0,0,0,0,0.51,0,female
0,0,0.1667,0.1667,0,0,0,0,0.515,0,female
0,0,0,0.25,0,0,0,0,0.505,0,female
0,0,0,0.25,0,0,0,0,0.505,0,female
0,0,0.1429,0.1429,0,0,0,0,0.515,0,female
0,0,0.25,0.25,0,0,0,0,0.52,0,female
0,0.2,0.2,0.2,0,0,0,0,0.52,0,female
0,0,0.25,0.25,0,0,0,0,0.515,0,female
0,0,0.3333,0.1667,0,0,0,0,0.52,0,female
0,0,0,0.3333,0,0,0,0,0.515,0,female
0,0,0,0.25,0,0.25,0,0,0.51,0,female
0,0.2,0.1,0.1,0,0,0,0,0.52,0,female
0,0.1667,0.0833,0.1667,0,0.0833,1,0.3,0.505,0,female
0,0,0,0.5,0,0,0,0,0.505,0,female
0,0,0.1111,0.2222,0,0,0.1705,0.5,0.505,0,female
0,0,0,0,0,0,0,0,0.52,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0.1667,0,0,0,0.1667,0,0,0.485,0,female
0,0.2,0.2,0,0,0,0,0,0.5,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0.0667,0,0.0667,0,0,0,0.59,0,female
0,0,0,0,0,0,0,0,0.515,0,female
0,0.2105,0,0,0,0.0526,0,0,0.53,0,female
0,0,0,0,0,0,0,0,0.505,0,female
0,0.3333,0,0,0,0,0,0,0.495,0,female
0,0.5,0,0,0,0,0,0,0.505,0,female
0,0,0,0,0,0.25,0.5,0.6,0.505,0,female
0,0,0.3333,0,0,0,0,0,0.52,0,female
0,0.1429,0,0,0.2857,0,0.7,0.7667,0.5,0,female
0,0,0.0455,0,0,0,0,0,0.555,0,female
0,0,0,0,0,0,0,0,0.51,0,female
0,0.2308,0.0769,0.0769,0,0,0.4,0.95,0.525,0,female
0,0.25,0,0.25,0,0,0,0,0.5,0,female
0,0.1207,0.0862,0.0517,0,0,0.0797,0.5346,0.545,0.0169,female
0,0.0833,0,0,0,0,0.6562,0.7,0.515,0.0833,female
0,0,0,0,0,0,0,0,0.49,0,female
0,0.2,0,0,0.05,0.05,0.7812,0.6,0.5,0,female
0,0.1111,0,0,0,0.1111,0,0,0.505,0,female
0,0,0,0.25,0,0,0,0.5,0.505,0,female
0,0.2105,0,0,0,0,-0.0881,0.571,0.5,0,female
0,0,0.25,0,0,0.25,0,0,0.52,0,female
0,0.037,0,0,0,0.037,0.3438,0.8,0.545,0.1,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0,0,0.4,0,0,-0.1875,0.5,0.515,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0.1111,0,0.2222,0,0,-0.1875,0.5,0.51,0,female
0,0.1,0.1,0.2,0,0,0,0,0.53,0,female
0,0.1333,0.1333,0.1333,0,0,0,0,0.53,0,female
0,0.125,0,0,0,0,0,0,0.48,0,female
0,0.125,0,0,0,0,0,0.3571,0.49,0,female
0,0,0,0.25,0,0,0,0,0.515,0,female
0,0.25,0,0.25,0,0,0,0,0.51,0,female
0,0,0,0,0,0.0385,-0.4361,0.5528,0.52,0.0385,female
0,0.1429,0,0,0,0,0,0,0.51,0,female
0,0.1333,0,0.0667,0.0667,0,0.3375,0.3667,0.485,0,female
0,0.0357,0,0.0357,0.0714,0,0.2208,0.4958,0.57,0,female
0,0,0,0.25,0,0,0,0,0.515,0,female
0,0,0,0,0,0.25,-0.5,1,0.515,0,female
0,0.0909,0,0.2727,0,0,0.625,0.5,0.515,0,female
0,0,0.0833,0.1667,0,0,0.3125,0.25,0.52,0,female
0,0.1667,0,0.3333,0,0,0,0,0.515,0,female
0,0.2,0,0.4,0,0,0,0,0.505,0,female
0,0,0.25,0,0,0,0.175,0.6667,0.51,0,female
0,0.1538,0,0,0,0,-0.275,0.7,0.51,0,female
0,0.1429,0.0714,0,0.0714,0.1429,0.3,0.35,0.505,0,female
0,0,0,0.3333,0,0,0,0,0.51,0,female
0,0,0,0.3333,0,0,0.25,0.75,0.515,0,female
0,0,0,0.5,0.5,0,0.6,1,0.5,0,female
0,0.1176,0.0588,0,0,0,0.3063,0.7,0.55,0,female
0,0,0,0,0,0,-0.9934,0.4333,0.505,0,female
0,0,0.2,0,0,0,-1,1,0.5,0,female
0,0,0,0.3333,0,0,0.5,1,0.51,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0.25,0,0,1,1,0.505,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0,0,0.5,0,0,0.8,1,0.52,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0,0,0.5,0,0,0,0,0.515,0,female
0,0,0,0.2222,0,0,0.6,1,0.525,0,female
0,0,0,0.5,0,0,0.75,1,0.52,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0,0,0.5,0,0,0,0,0.52,0,female
0,0,0,0,0,0,0.5,0.5,0.5,0,female
0,0,0,0.2857,0,0,0,0,0.515,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0,0.1429,0,0,0,1,1,0.505,0,female
0,0,0,0.1429,0,0,0.6,1,0.515,0,female
0,0,0,0,0.2,0,0,0,0.525,0,female
0,0,0,0.3,0,0,0.15,0.225,0.525,0,female
0,0.1333,0.0667,0,0,0,0.325,0.4333,0.49,0,female
0,0,0,0.1667,0,0,0,0.125,0.525,0,female
0,0.2222,0,0.2222,0,0,0.5,0.6,0.505,0,female
0,0,0,0,0,0,0.1364,0.4545,0.51,0,female
0,0.2857,0,0.2857,0,0,0,0,0.51,0,female
0,0,0,0,0,0,0,0,0.535,0,female
0,0,0,0.5,0,0,0,0,0.515,0,female
0,0,0.04,0.2,0,0,0,0,0.795,0.0606,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0.25,0,0.5,0,0,0,0,0.52,0,female
0,0,0,0,0,0,0,0,0.63,0,female
0,0,0,0,0,0,0,0,0.57,0,female
0,0.2,0,0.2,0,0,-0.4,0.7,0.505,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0,0,0.3333,0,0,0,0,0.525,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0.2,0,0.1,0,0,0,0,0.515,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0.25,0,0.125,-0.1,0.2,0.515,0,female
0,0.25,0,0.25,0,0,0.6,0.9,0.51,0,female
0,0,0,0.5,0,0,0,0,0.515,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0,0.125,0.25,0,0,0.675,0.825,0.535,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0,0.1429,0.1429,0,0,0,0,0.525,0,female
0,0,0.0667,0,0.0667,0,0.5,0.6,0.535,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0,0,0,0.575,0.825,0.53,0,female
0,0,0,0,0,0,0.575,0.825,0.53,0,female
0,0,0,0,0,0,0.575,0.825,0.53,0,female
0,0,0,0,0,0,0.575,0.825,0.53,0,female
0,0,0.2,0.4,0,0,0,0,0.52,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0,0,0.2222,0,0,0,0,0.53,0,female
0,0,0.2,0,0,0,0,0,0.505,0,female
0,0.1538,0,0,0,0,0.2,0.2,0.485,0,female
0,0,0,0,0,0,0,0,3.86,0,female
0,0,0,0,0,0,0,0,2.745,0,female
0,0,0,0,0,0,0,0,1.69,0,female
0,0.1,0,0,0,0,0.5,0.6,0.965,0,female
0,0.0556,0.0556,0,0.0833,0,0,0,0.63,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0.2,0,0,0,0,0.2857,0.5357,0.5,0,female
0,0.25,0.25,0,0,0,0.7604,0.5833,0.5,0,female
0,0.1667,0,0.1667,0,0,-0.05,0.4,0.495,0,female
0,0,0,0,0,0,0.5,1,0.5,1,female
0,0,0.0909,0.1818,0,0,0,0,0.535,0,female
0,0,0.2,0.4,0,0,0.2,1,0.525,0,female
0,0,0,0.2222,0,0.1111,0,0.5,0.52,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0.1818,0,0,0,0,0,0,0.49,0,female
0,0,0,0.3333,0,0,0,0,0.495,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0.2,0.2,0,0,0,0,0,0.51,0,female
0,0,0,0.5,0,0,0,0,0.51,0,female
0,0,0,0,0,0,0,0.0667,0.52,0.1429,female
0,0.5,0,0.25,0,0,0.05,0.6,0.5,0,female
0,0,0,0.3333,0,0,1,1,0.505,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0.25,0,0,0,0,0,0,0.5,0,female
0,0,0,0,0,0,-0.3896,0.5521,0.51,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0.0833,0,0,0,0,0,0,0.515,0,female
0,0.125,0.125,0,0,0,-0.725,0.8333,0.505,0.1111,female
0,0,0,0,0,0,0.5,1,0.5,0.2,female
0,0.25,0,0,0,0,-0.75,1,0.485,0.2,female
0,0.4419,0,0,0,0,0.6,0.4667,0.4,0,female
0,0.0541,0.027,0,0,0,-0.1357,0.756,0.53,0,female
0,0,0,0.3333,0,0,0,0,0.51,0,female
0,0,0,0.3333,0,0,0,0,0.51,0,female
0,0,0,0.3333,0,0,0,0,0.51,0,female
0,0,0,0.3333,0,0,0,0,0.51,0,female
0,0.0625,0,0,0,0.0625,-0.2,0.5556,0.48,0,female
0,0,0,0,0,0,0.35,0.65,0.545,0,female
0,0.1515,0.0303,0,0,0,0,0.5,0.505,0,female
0,0.1406,0.0312,0,0,0.0156,0.1153,0.7701,0.53,0.0156,female
0,0.2,0,0,0,0,-0.275,0.6,0.485,0.1667,female
0,0.1429,0,0.1429,0,0,0,0,0.5,0,female
0,0,0.0556,0,0,0,0.6667,0.7,0.555,0,female
0,0,0,0.3333,0,0,0,0.1,0.51,0,female
0,0,0,0.3333,0,0,0,0,0.505,0,female
0,0,0,0.3333,0,0,0,0,0.51,0,female
0,0,0,0.3333,0,0,0,0,0.51,0,female
0,0,0,0.2,0,0,0,0,0.515,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0.0833,0.0833,0,0,0,0.1,0.2,0.51,0,female
0,0,0,0,0,0,0,0,0.505,0,female
0,0.0769,0,0.1538,0,0,0.5,0.6,0.51,0,female
0,0,0,0.5,0,0,0,0,0.515,0,female
0,0.0561,0.0234,0,0,0.0327,0,0,1.29,0,female
0,0,0,0,0,0.0333,0,0,1.17,0,female
0,0,0,0.3333,0,0,0,0,0.51,0,female
0,0.1765,0.1176,0,0,0,0.75,0.75,0.52,0,female
0,0,0,0,0,0,-0.085,0.495,0.52,0,female
0,0,0,0.5,0,0,0,0,0.51,0,female
0,0,0,0.5,0,0,0.1,1,0.5,0,female
0,0,0,0.5,0,0,0,0,0.5,0,female
0,0,0,0.5,0,0,0,0,0.505,0,female
0,0.2,0,0.2,0,0,0,0,0.5,0,female
0,0,0,0,0,0,0.1364,0.4545,0.505,0,female
0,0.2222,0.1111,0,0,0,0.1125,0.7,0.505,0,female
0,0.1667,0,0.3333,0,0,0,0,0.515,0,female
0,0,0,0.3333,0,0,0,0.1,0.52,0,female
0,0.1667,0,0.3333,0,0,-0.5,1,0.52,0,female
0,0,0,0.5,0,0,0,0,0.52,0,female
0,0.2727,0.0909,0.1818,0,0,0.6,1,0.52,0,female
0,0.1429,0.0714,0.1429,0,0,0.3,0.475,0.525,0,female
0,0.1429,0,0.2857,0,0,0,0,0.52,0,female
0,0.1765,0.0588,0.1176,0,0,0.2857,0.5357,0.53,0,female
0,0.1429,0,0.2857,0.1429,0,0,0,0.515,0,female
0,0,0,0.25,0,0,0,0,0.52,0,female
0,0.125,0.125,0.25,0,0,0,0,0.51,0,female
0,0,0.1429,0.2857,0,0,0.5,0.5,0.52,0,female
0,0.2812,0.0312,0.0625,0,0.0938,0,0,0.46,0,female
0,0.1351,0.0811,0.027,0.027,0,0.1213,0.75,0.505,0,female
0,0.1111,0,0.2222,0,0,0,0,0.51,0,female
0,0.1176,0.0588,0.1176,0,0,0.75,0.6333,0.545,0,female
0,0,0,0,0,0,0,0,0.56,0,female
0,0.0938,0,0.0625,0,0.0625,-0.7629,0.6875,0.53,0,female
0,0,0,0.3333,0,0,0,0,0.525,0,female
0,0,0.0909,0.0909,0,0,0.75,0.5667,0.525,0,female
0,0,0,0.3333,0,0,0,0,0.505,0,female
0,0,0.3333,0.3333,0,0,0,0,0.51,0,female
0,0,0,0.25,0,0,0,0,0.505,0,female
0,0,0,0.3333,0,0,0,0,0.505,0,female
0,0,0,1,0,0,0,0,0.505,0,female
0,0,0,0.1667,0,0.1667,-0.7,0.6667,0.52,0,female
0,0,0,0.25,0,0,0,0,0.515,0,female
0,0.0625,0.0625,0.0625,0,0,0,0,0.51,0,female
0,0,0.1429,0.1429,0,0,0,0,0.51,0,female
0,0,0,0.5,0,0,0,0,0.51,0,female
0,0,0.1429,0.1429,0,0,-0.1875,0.5,0.525,0,female
0,0,0,0.1667,0,0,0.5,1,0.5,0,female
0,0,0,0.3333,0,0,-0.3333,0.6667,0.505,0,female
0,0.2,0,0.2,0,0,0.3,1,0.515,0,female
0,0,0,0.1429,0,0,0,0,0.51,0,female
0,0,0,0.3333,0,0,0,0,0.505,0,female
0,0,0,0.2,0,0,0,0,0.505,0,female
0,0,0,0.25,0,0,0,0,0.505,0,female
0,0,0,0.3333,0,0,0.5,0.5,0.505,0,female
0,0,0,0.1429,0,0,0,0,0.51,0,female
0,0,0,0.5,0,0,0.4,0.9,0.51,0,female
0,0,0,0.3333,0,0,0,0.1,0.515,0,female
0,0.125,0,0.125,0,0,0,0,0.5,0,female
0,0,0,0.3333,0,0,0.5,0.5,0.505,0,female
0,0,0,0.5,0,0,0,0,0.505,0,female
0,0,0,0.3333,0,0,0,0.1,0.515,0,female
0,0,0,1,0,0,0,0,0.515,0,female
0,0,0,0.3333,0,0,0,0,0.51,0,female
0,0,0,0.3333,0,0,0,0,0.51,0,female
0,0,0,0.3333,0,0,0,0,0.51,0,female
0,0,0.3333,0.3333,0,0,0,0,0.515,0,female
0,0,0.2,0.2,0,0,0.1,1,0.505,0,female
0,0,0,0,0,0,-0.7143,0.8571,0.515,0,female
0,0,0,0.2222,0,0,-0.2917,0.5417,0.51,0,female
0,0,0,0.3333,0,0,0,0,0.515,0,female
0,0,0,0.3333,0,0,0,0,0.515,0,female
0,0,0,0.4,0,0,0,0,0.515,0,female
0,0.2,0,0.4,0,0,0,0,0.51,0,female
0,0.2,0,0.4,0,0,0,0,0.515,0,female
0,0,0,0,0,0,0,0,0.52,0,female
0,0,0,0.5,0,0,0,0,0.5,0,female
0,0,0,0.5,0,0,0,0,0.51,0,female
0,0,0,0.5,0,0,0,0,0.51,0,female
0,0,0,0.5,0,0,0,0,0.51,0,female
0,0,0,0.5,0,0,0,0,0.51,0,female
0,0,0,0.5,0,0,0,0,0.505,0,female
0,0,0,0.3333,0,0,0,0,0.495,0,female
0,0,0,0.5,0,0,-0.6,0.9,0.51,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0,0,0,-0.1667,0.1667,0.51,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0.25,0,0.25,0.9375,1,0.505,0,female
0,0,0,0.4,0,0,0.6,1,0.52,0,female
0,0,0,0.2857,0,0,0,0,0.52,0,female
0,0,0,0.3333,0,0,0,0,0.525,0,female
0,0.2,0,0,0,0,-0.8,0.9,0.5,0,female
0,0,0,0.25,0,0,0,0,0.515,0,female
0,0,0,0.5,0,0,0,0,0.52,0,female
0,0,0,0.5,0,0,0,0,0.515,0,female
0,0,0,0.2222,0,0,0,0,0.52,0,female
0,0,0,0.2857,0,0,0,0,0.52,0,female
0,0,0,0.25,0,0,0,0,0.52,0,female
0,0,0,0.3333,0,0,0,0,0.515,0,female
0,0,0,0.5,0,0,0,0,0.515,0,female
0,0,0,0.5,0,0,0,0,0.515,0,female
0,0,0,0.3333,0,0,0,0,0.515,0,female
0,0,0,0.5,0,0,0,0,0.515,0,female
0,0,0,0.5,0,0,0,0,0.515,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0,0.0278,0.0556,0,0,0.3,0.65,0.54,0,female
0,0.0667,0,0.1333,0,0,0.1667,0.3333,0.51,0,female
0,0,0.1667,0.3333,0,0,0.4682,0.7273,0.52,0,female
0,0,0,0.25,0,0,0,0,0.505,0,female
0,0,0,0.5,0,0,0,0,0.51,0.5,female
0,0.2308,0,0,0,0,0.5625,0.8,0.52,0,female
0,0.125,0.0625,0,0,0,0,0.5,0.51,0,female
0,0.0833,0.0333,0,0,0.0167,0.1143,0.5214,0.575,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0.0909,0,0,0,0.5,0.625,0.52,0,female
0,0.1667,0.0556,0,0.0556,0.0556,0.2,0.1333,0.495,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0.2,0,0,0,0,0.1,0.4,0.5,0,female
0,0,0,0,0,0,0,0,0.505,0,female
0,0.0556,0.0556,0,0,0.0556,0.1364,0.4545,0.505,0,female
0,0,0,0.2,0,0,0.25,1,0.51,0,female
0,0.25,0,0.125,0,0,0.5,0.5,0.495,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0,0,0,0.1,1,0.495,0,female
0,0,0.1176,0.1176,0,0,0,0,0.52,0,female
0,0,0.2,0.2,0,0,-0.1786,0.2857,0.52,0,female
0,0,0.2,0.4,0,0,-0.1,0.5,0.525,0,female
0,0,0.1429,0.2857,0,0,0,0,0.53,0,female
0,0,0,0.25,0,0,0,0,0.515,0,female
0,0,0.125,0.25,0,0,0,0,0.52,0,female
0,0,0.2222,0.2222,0,0,0.3,0.1,0.535,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0.3333,0,0,-0.05,0.1,0.515,0,female
0,0,0,0,0.2,0,0,0,0.51,0,female
0,0.125,0,0,0,0,0.35,0.35,0.5,0,female
0,0.0833,0.0417,0,0,0.0417,0.0833,0.8667,0.53,0,female
0,0.2632,0,0,0,0.1053,0.4,0.8,0.49,0,female
0,0,0.1429,0.2857,0,0,0.8,0.75,0.525,0,female
0,0.1667,0.1667,0.3333,0,0,0,0,0.515,0,female
0,0,0,0,0,0,0,0,0.505,1,female
0,0,0.0909,0.0909,0,0,0.35,0.35,0.53,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0.1667,0,0,-0.0256,0.4773,0.535,0,female
0,0,0,0.4,0,0,0.3333,0.6667,0.515,0,female
0,0,0,0.2857,0,0,0,0,0.51,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0.3636,0,0.0909,0,0.0909,0.2833,0.8963,0.505,0.0833,female
0,0,0.2,0.2,0,0,0,0,0.51,0,female
0,0.1429,0,0.2857,0,0,0,0,0.505,0,female
0,0.0714,0,0.1429,0,0.0714,0.9766,0.6,0.53,0,female
0,0.2667,0,0.1333,0,0.0667,0.25,0.25,0.505,0,female
0,0,0,0,0,0,0,0,0.5,0,female
0,0,0,0.3333,0,0,0,0,0.515,0,female
0,0,0,0.25,0,0,0,0,0.505,0,female
0,0.75,0,0.25,0,0,0,0,0.485,0,female
0,0,0,0.3333,0,0,0,0,0.505,0,female
0,0,0,0.1667,0,0,0,0,0.505,0,female
0,0,0,0.6667,0,0,0,0,0.515,0,female
0,0.25,0,0,0,0,0,0,0.495,0,female
0,0.4,0,0,0,0,0,0.75,0.48,0,female
0,0.1538,0,0,0,0,-0.25,0.5,0.515,0,female
0,0,0,0,0,0,0,0,0.49,0,female
0.0099,0.1188,0.0297,0,0.0495,0.0099,0.2356,0.6858,0.62,0.0196,female
0.0125,0.2375,0.0125,0,0,0.0375,0.06,0.22,0.4,0,female
0.0128,0.0128,0,0,0.0128,0,0.0204,0.53,0.825,0,female
0.0139,0.0694,0.0278,0.1528,0,0.0139,0.0608,0.5779,0.55,0,male
0.0147,0.0147,0.1324,0,0,0,0.25,0.363,0.62,0,male
0.0147,0,0.1176,0,0,0,0.135,0.4633,0.66,0,female
0.0152,0.0606,0.0606,0,0,0,0.29,0.4529,0.54,0,male
0.0167,0.05,0.1167,0,0,0.0167,0.0125,0.425,0.565,0,female
0.0172,0.0862,0.0517,0,0,0.0172,0.1667,0.3333,0.605,0,female
0.018,0.0631,0.009,0,0,0.009,0,0.84,0.74,0,female
0.0192,0.0577,0.0192,0,0.0385,0.0192,0.3679,0.4369,0.495,0,female
0.02,0.08,0.04,0,0,0.04,0.3711,0.5906,0.55,0,male
0.0204,0.0204,0.0408,0,0,0,0.2,0.5875,0.53,0.0408,male
0.0208,0.1458,0.0417,0.0833,0,0.0208,0.5,0.15,0.53,0,male
0.0208,0.1875,0.0417,0,0,0,0.0501,0.6189,0.535,0,female
0.0215,0,0,0,0,0,0.28,0.32,0.765,0.0086,male
0.0217,0.1304,0.0435,0,0.0435,0.0435,-0.346,0.7237,0.555,0,male
0.0222,0.2667,0.0222,0.0222,0,0,0.0738,0.3738,0.475,0,male
0.0222,0.0074,0,0,0,0,0,0,1.01,0,male
0.0225,0.0562,0.0225,0,0.0449,0.0337,0.2125,0.5625,0.6,0,female
0.0227,0.0682,0.0455,0.0455,0.0227,0.0227,0,0,0.585,0,female
0.0233,0.093,0.093,0,0,0.0233,0.3832,0.5,0.545,0,female
0.0238,0,0.0952,0,0,0,0.175,0.425,0.635,0,male
0.0244,0.1707,0.0488,0.0488,0,0.0732,0.0656,0.5625,0.525,0,female
0.0246,0.082,0.0246,0,0,0.0164,-0.2464,0.5255,0.66,0,female
0.025,0.2,0,0,0,0,0.15,0.1,0.435,0,male
0.0256,0,0.0769,0,0,0,0.3229,0.5781,0.575,0,male
0.0261,0.0957,0.0087,0,0.0261,0.0174,-0.2447,0.6683,0.74,0,male
0.0268,0.0982,0.0089,0,0.0179,0.0179,-0.0946,0.5786,0.62,0,female
0.0278,0,0,0,0.0278,0,0,0,0.655,0,male
0.0278,0.1667,0.0278,0,0,0,-0.3667,0.6333,0.525,0,male
0.0278,0,0,0.0278,0.0278,0,0.455,0.39,0.52,0,male
0.0278,0.1111,0,0,0.0556,0.0278,-0.2667,0.5533,0.515,0,female
0.0282,0.2113,0.0563,0,0,0.0423,-0.0187,0.5194,0.45,0,female
0.0286,0.0714,0.0143,0,0.1714,0,0.8,0.7,0.505,0.1429,male
0.0286,0.0714,0.0143,0,0.1714,0,0.8,0.7,0.505,0.1429,male
0.0286,0.0857,0.0286,0,0,0.0571,-0.6221,0.7667,0.54,0,male
0.0286,0.1143,0.0571,0.0286,0.0571,0,0.3833,0.6,0.54,0,female
0.0286,0.0857,0.0571,0.0286,0,0,0.396,0.44,0.55,0,female
0.029,0.1594,0.0145,0,0.0145,0.058,0.1875,0.6,0.505,0,male
0.029,0,0.0072,0,0.0072,0,0.1076,0.3722,1.035,0,female
0.029,0.1159,0.0435,0,0,0.058,0.2,0.2,0.52,0,female
0.0294,0.0294,0.0294,0,0.0294,0,0.0187,0.6625,0.54,0,male
0.0294,0.1176,0.0882,0,0,0.0588,-0.175,0.325,0.515,0,female
0.0294,0.1667,0,0,0.049,0.0098,-0.0821,0.4845,0.62,0,female
0.0299,0.0187,0.0037,0,0,0,0.2375,0.6875,2.16,0.0074,female
0.03,0.03,0.01,0,0,0,0.1444,0.3889,1.65,0,male
0.03,0.11,0.05,0,0,0.03,0.0406,0.5611,0.59,0,female
0.0303,0.0909,0.0606,0.0909,0,0.0303,0.1,0.1,0.535,0,male
0.0303,0.0758,0.0606,0,0.0455,0,0.1709,0.5915,0.475,0,female
0.0303,0.0909,0,0,0.1212,0,0.4827,0.25,0.525,0,female
0.0304,0.0348,0.0304,0,0.0304,0.0391,0,0,1.2,0,female
0.0312,0.0312,0,0,0.0312,0.0312,0.1973,0.3709,0.55,0.0312,male
0.0312,0.0938,0.1562,0,0,0.0312,0.4,0.525,0.57,0,male
0.0312,0.0312,0.0312,0,0,0.0312,0.625,0.625,0.545,0,male
0.0312,0.1875,0.0625,0,0,0,-0.1167,0.4042,0.5,0,female
0.0312,0.1562,0.0625,0,0.0625,0.0312,0.1667,0.7083,0.495,0,female
0.0312,0.1562,0,0,0,0.0312,-0.3906,0.5,0.5,0,female
0.0312,0.125,0.0312,0,0.0938,0,0.0292,0.4375,0.51,0,female
0.0315,0.1811,0.0236,0,0.0315,0.0315,-0.2571,0.5693,0.6,0,male
0.0317,0.0952,0.0317,0,0.0159,0.0238,-0.0203,0.529,0.675,0.0159,male
0.0317,0.2063,0.0317,0,0,0,-0.075,0.5,0.505,0,male
0.0317,0.127,0.0159,0,0.0159,0.0317,0.2218,0.4074,0.51,0,female
0.0317,0.127,0,0,0,0.0317,0.3972,0.4639,0.505,0,female
0.0317,0.0159,0.0317,0,0.0317,0.0159,-0.4883,0.5,0.655,0,female
0.0319,0.0957,0.0426,0,0,0.0213,0.1239,0.5318,0.57,0.0106,female
0.0323,0.0645,0.1613,0,0,0.0323,-0.1556,0.2889,0.555,0,male
0.0323,0,0.0968,0.0645,0.0645,0,-0.0917,0.2,0.575,0,male
0.0328,0.0738,0.0738,0,0,0.0246,-0.1292,0.4722,0.595,0,female
0.033,0.0879,0.0549,0,0,0,0.4045,0.7073,0.59,0.022,female
0.0333,0.0778,0.0556,0,0,0.0333,0.0625,0.4963,0.605,0,male
0.0333,0.1,0,0,0,0.0333,0,1,0.465,0,male
0.0333,0.0333,0,0.5,0,0.0333,0.35,0.35,0.57,0,male
0.0333,0.1667,0.0333,0,0.0667,0.0333,0,0,0.485,0,male
0.0333,0.2333,0.0667,0,0,0,0.075,0.125,0.505,0,male
0.0333,0,0,0.1,0,0,0,0.1,0.62,0.2333,male
0.0333,0.1,0,0,0,0.0333,0.1975,0.6212,0.525,0,female
0.0333,0,0,0,0.0333,0.0667,0.0833,0.2944,0.52,0,female
0.0333,0,0,0,0.0667,0,0,0,1.865,0,female
0.0333,0.1667,0.0333,0,0,0,0.2175,0.1849,0.535,0,female
0.0333,0.0667,0.0333,0.0667,0,0.0333,0.9766,1,0.58,0,female
0.0339,0.0282,0,0,0.0056,0.0113,-0.1267,0.5674,1.12,0.0056,female
0.0339,0.1017,0,0.0169,0.0508,0.0339,0.1458,0.6792,0.57,0,female
0.0339,0.0169,0.0678,0,0,0,0.0708,0.375,0.61,0,female
0.0341,0.125,0.0568,0,0,0.0114,0.1683,0.3299,0.59,0.0114,female
0.0342,0,0,0,0.0038,0,-0.5162,0.5,1.65,0,female
